id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity
7AysIqSEDiwP4CUsAXJwrk,PRIMO,0.661,0.808,3,-6.28,0,0.0347,0.355,0.0,0.131,0.7,144.886,audio_features,spotify:track:7AysIqSEDiwP4CUsAXJwrk,https://api.spotify.com/v1/tracks/7AysIqSEDiwP4CUsAXJwrk,https://api.spotify.com/v1/audio-analysis/7AysIqSEDiwP4CUsAXJwrk,164991,3,81
7l3UuUZEqvxjhKYD2QBxOU,Vaquero - Remix,0.752,0.91,4,-3.189,0,0.0541,0.481,0.0,0.0947,0.798,95.986,audio_features,spotify:track:7l3UuUZEqvxjhKYD2QBxOU,https://api.spotify.com/v1/tracks/7l3UuUZEqvxjhKYD2QBxOU,https://api.spotify.com/v1/audio-analysis/7l3UuUZEqvxjhKYD2QBxOU,300000,4,81
02cRoSfWU3RJNFyU3o4lhV,SANTAL 33,0.715,0.764,6,-6.064,0,0.0946,0.666,8.11e-06,0.148,0.735,125.095,audio_features,spotify:track:02cRoSfWU3RJNFyU3o4lhV,https://api.spotify.com/v1/tracks/02cRoSfWU3RJNFyU3o4lhV,https://api.spotify.com/v1/audio-analysis/02cRoSfWU3RJNFyU3o4lhV,189834,3,81
6KOnLTb1xLfKDAjMC43I76,Giza,0.698,0.891,5,-5.003,0,0.0341,0.0942,0.0,0.133,0.696,124.054,audio_features,spotify:track:6KOnLTb1xLfKDAjMC43I76,https://api.spotify.com/v1/tracks/6KOnLTb1xLfKDAjMC43I76,https://api.spotify.com/v1/audio-analysis/6KOnLTb1xLfKDAjMC43I76,177581,3,83
5GTBdEjZe7zEDp1N0eCZE4,HOLLYWOOD,0.707,0.683,3,-7.598,0,0.191,0.7,5.88e-06,0.134,0.545,94.979,audio_features,spotify:track:5GTBdEjZe7zEDp1N0eCZE4,https://api.spotify.com/v1/tracks/5GTBdEjZe7zEDp1N0eCZE4,https://api.spotify.com/v1/audio-analysis/5GTBdEjZe7zEDp1N0eCZE4,284864,3,82
3IEvQ1CzszUJtTRLmmMJ2X,5-7,0.827,0.596,10,-8.36,1,0.039,0.379,0.0,0.138,0.964,111.997,audio_features,spotify:track:3IEvQ1CzszUJtTRLmmMJ2X,https://api.spotify.com/v1/tracks/3IEvQ1CzszUJtTRLmmMJ2X,https://api.spotify.com/v1/audio-analysis/3IEvQ1CzszUJtTRLmmMJ2X,174213,3,81
6uIIdjYTxxpWOyWuVXrKQO,Que Onda,0.808,0.944,10,-4.863,0,0.0408,0.183,1.11e-06,0.138,0.937,124.934,audio_features,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO,https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO,191467,3,83
51qYdMBxt9mFbtZBzq1Yfi,Regalo De Dios,0.792,0.516,4,-6.097,0,0.027,0.197,0.0,0.0855,0.916,108.939,audio_features,spotify:track:51qYdMBxt9mFbtZBzq1Yfi,https://api.spotify.com/v1/tracks/51qYdMBxt9mFbtZBzq1Yfi,https://api.spotify.com/v1/audio-analysis/51qYdMBxt9mFbtZBzq1Yfi,185933,4,83
1uGUbgZuO1kD1JZ0UeFupN,Hecha Pa' Mí,0.742,0.832,8,-4.267,1,0.0325,0.0857,0.0,0.296,0.716,98.582,audio_features,spotify:track:1uGUbgZuO1kD1JZ0UeFupN,https://api.spotify.com/v1/tracks/1uGUbgZuO1kD1JZ0UeFupN,https://api.spotify.com/v1/audio-analysis/1uGUbgZuO1kD1JZ0UeFupN,195846,4,80
2ss1LK5Kfnjo5EUaCbsgZM,No Son Doritos,0.783,0.834,3,-4.623,0,0.029,0.539,0.000212,0.0903,0.92,139.995,audio_features,spotify:track:2ss1LK5Kfnjo5EUaCbsgZM,https://api.spotify.com/v1/tracks/2ss1LK5Kfnjo5EUaCbsgZM,https://api.spotify.com/v1/audio-analysis/2ss1LK5Kfnjo5EUaCbsgZM,160714,3,79
