id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity
1KRpJeeB2JEG6AW6Uri3QX,Bohemian Rhapsody,0.456,0.385,0,-10.451,0,0.0462,0.27,0.0,0.277,0.206,70.843,audio_features,spotify:track:1KRpJeeB2JEG6AW6Uri3QX,https://api.spotify.com/v1/tracks/1KRpJeeB2JEG6AW6Uri3QX,https://api.spotify.com/v1/audio-analysis/1KRpJeeB2JEG6AW6Uri3QX,354347,4,0
5A1FmxbYVRZKy4nc16MAue,Sex on Fire,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,spotify:track:5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/tracks/5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/audio-analysis/5A1FmxbYVRZKy4nc16MAue,203347,4,68
6b2oQwSGFkzsMtQruIWm2p,Creep,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,audio_features,spotify:track:6b2oQwSGFkzsMtQruIWm2p,https://api.spotify.com/v1/tracks/6b2oQwSGFkzsMtQruIWm2p,https://api.spotify.com/v1/audio-analysis/6b2oQwSGFkzsMtQruIWm2p,238640,4,24
5dB00dkUFlruwbxVmdOPSE,Dancing On My Own,0.686,0.172,1,-8.722,1,0.0329,0.839,1.81e-05,0.0793,0.197,112.655,audio_features,spotify:track:5dB00dkUFlruwbxVmdOPSE,https://api.spotify.com/v1/tracks/5dB00dkUFlruwbxVmdOPSE,https://api.spotify.com/v1/audio-analysis/5dB00dkUFlruwbxVmdOPSE,260004,4,0
6HG90PA8gZZedbq8B863ad,Born to Be Free,0.316,0.875,4,-4.774,0,0.0607,0.000332,1.76e-05,0.184,0.115,148.916,audio_features,spotify:track:6HG90PA8gZZedbq8B863ad,https://api.spotify.com/v1/tracks/6HG90PA8gZZedbq8B863ad,https://api.spotify.com/v1/audio-analysis/6HG90PA8gZZedbq8B863ad,332848,4,0
3JLlBS48HQDBa8s3caLIGk,Living on A Prayer (Bon Jovi),0.575,0.697,4,-6.65,0,0.0336,0.000242,1.71e-05,0.169,0.692,124.51,audio_features,spotify:track:3JLlBS48HQDBa8s3caLIGk,https://api.spotify.com/v1/tracks/3JLlBS48HQDBa8s3caLIGk,https://api.spotify.com/v1/audio-analysis/3JLlBS48HQDBa8s3caLIGk,225267,4,0
225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,audio_features,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4,71
7HB7Wj26nYVo8CquzM7yX3,Want You Back,0.603,0.868,0,-4.91,1,0.0445,0.00649,1.01e-06,0.193,0.602,98.054,audio_features,spotify:track:7HB7Wj26nYVo8CquzM7yX3,https://api.spotify.com/v1/tracks/7HB7Wj26nYVo8CquzM7yX3,https://api.spotify.com/v1/audio-analysis/7HB7Wj26nYVo8CquzM7yX3,173073,4,35
4Ub8UsjWuewQrPhuepfVpd,Pompeii,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,audio_features,spotify:track:4Ub8UsjWuewQrPhuepfVpd,https://api.spotify.com/v1/tracks/4Ub8UsjWuewQrPhuepfVpd,https://api.spotify.com/v1/audio-analysis/4Ub8UsjWuewQrPhuepfVpd,214148,4,71
6zDs6zI94L761vd0cVScTT,I'm Born To Run,0.62,0.93,8,-5.615,1,0.0486,0.0662,0.0,0.0788,0.675,126.041,audio_features,spotify:track:6zDs6zI94L761vd0cVScTT,https://api.spotify.com/v1/tracks/6zDs6zI94L761vd0cVScTT,https://api.spotify.com/v1/audio-analysis/6zDs6zI94L761vd0cVScTT,206920,4,59
5MxNLUsfh7uzROypsoO5qe,Dream On,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4,10
5BtD86hovw9uud7JkQID1H,Jade,0.414,0.895,7,-3.666,0,0.054,0.0144,6.45e-05,0.231,0.227,157.915,audio_features,spotify:track:5BtD86hovw9uud7JkQID1H,https://api.spotify.com/v1/tracks/5BtD86hovw9uud7JkQID1H,https://api.spotify.com/v1/audio-analysis/5BtD86hovw9uud7JkQID1H,379391,4,39
7HGTkn2aX7MNdKs7nV2xBt,Somebody Told Me,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,audio_features,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,https://api.spotify.com/v1/tracks/7HGTkn2aX7MNdKs7nV2xBt,https://api.spotify.com/v1/audio-analysis/7HGTkn2aX7MNdKs7nV2xBt,197160,4,2
6FT9FZccFD6nE8dMNslz2n,Walk On Water,0.495,0.787,8,-6.89,1,0.0368,9.16e-05,0.0,0.167,0.388,140.003,audio_features,spotify:track:6FT9FZccFD6nE8dMNslz2n,https://api.spotify.com/v1/tracks/6FT9FZccFD6nE8dMNslz2n,https://api.spotify.com/v1/audio-analysis/6FT9FZccFD6nE8dMNslz2n,185467,4,59
5cbpoIu3YjoOwbBDGUEp3P,Car Radio,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,audio_features,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/tracks/5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/audio-analysis/5cbpoIu3YjoOwbBDGUEp3P,267720,4,68
69Sy7207dnixZ6w7RSV9Kb,RISE,0.459,0.663,8,-5.939,0,0.1,0.0169,0.0,0.0621,0.412,176.791,audio_features,spotify:track:69Sy7207dnixZ6w7RSV9Kb,https://api.spotify.com/v1/tracks/69Sy7207dnixZ6w7RSV9Kb,https://api.spotify.com/v1/audio-analysis/69Sy7207dnixZ6w7RSV9Kb,192881,4,69
74irxdVWstNlEQjsvArITq,Crazy,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,audio_features,spotify:track:74irxdVWstNlEQjsvArITq,https://api.spotify.com/v1/tracks/74irxdVWstNlEQjsvArITq,https://api.spotify.com/v1/audio-analysis/74irxdVWstNlEQjsvArITq,316693,3,4
4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,audio_features,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/tracks/4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/audio-analysis/4pbJqGIASGPr0ZpGpnWkDn,122067,4,78
