id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity
3G9SwzJFPgFY7aDrD6KIPB,Nunca Me Dejes,0.68,0.632,9,-8.086,1,0.0276,0.144,0.0152,0.109,0.344,120.025,audio_features,spotify:track:3G9SwzJFPgFY7aDrD6KIPB,https://api.spotify.com/v1/tracks/3G9SwzJFPgFY7aDrD6KIPB,https://api.spotify.com/v1/audio-analysis/3G9SwzJFPgFY7aDrD6KIPB,205000,4,54
45HGCEkfspmgNgCHprXLqf,Paraíso Lunar,0.443,0.574,6,-6.612,1,0.028,0.00321,0.000111,0.145,0.632,172.044,audio_features,spotify:track:45HGCEkfspmgNgCHprXLqf,https://api.spotify.com/v1/tracks/45HGCEkfspmgNgCHprXLqf,https://api.spotify.com/v1/audio-analysis/45HGCEkfspmgNgCHprXLqf,224462,4,58
7vArm99yt22uDwhtu9SuvK,Tulipanes,0.401,0.69,4,-7.101,0,0.0335,0.0359,0.675,0.368,0.442,116.119,audio_features,spotify:track:7vArm99yt22uDwhtu9SuvK,https://api.spotify.com/v1/tracks/7vArm99yt22uDwhtu9SuvK,https://api.spotify.com/v1/audio-analysis/7vArm99yt22uDwhtu9SuvK,226933,4,55
4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,0.716,0.536,2,-7.798,0,0.0328,0.452,0.0,0.208,0.359,97.541,audio_features,spotify:track:4ZOkfHC38nxSeSqzGE5HFr,https://api.spotify.com/v1/tracks/4ZOkfHC38nxSeSqzGE5HFr,https://api.spotify.com/v1/audio-analysis/4ZOkfHC38nxSeSqzGE5HFr,240669,3,84
1aihwpg0xKHKdB9NmL50rQ,Fluye - En Directo,0.469,0.678,10,-7.025,1,0.0323,0.266,0.0916,0.898,0.387,88.968,audio_features,spotify:track:1aihwpg0xKHKdB9NmL50rQ,https://api.spotify.com/v1/tracks/1aihwpg0xKHKdB9NmL50rQ,https://api.spotify.com/v1/audio-analysis/1aihwpg0xKHKdB9NmL50rQ,249987,4,23
2BWTYAiWbBGCJeKbQ6rpFA,Fuera de Lugar,0.638,0.53,2,-8.56,1,0.04,0.393,0.00105,0.397,0.638,171.037,audio_features,spotify:track:2BWTYAiWbBGCJeKbQ6rpFA,https://api.spotify.com/v1/tracks/2BWTYAiWbBGCJeKbQ6rpFA,https://api.spotify.com/v1/audio-analysis/2BWTYAiWbBGCJeKbQ6rpFA,196560,4,50
5G6Gt9RtNaeIE418pd4yre,Smithereens,0.764,0.548,6,-7.627,1,0.14,0.296,1.01e-05,0.0769,0.519,151.02,audio_features,spotify:track:5G6Gt9RtNaeIE418pd4yre,https://api.spotify.com/v1/tracks/5G6Gt9RtNaeIE418pd4yre,https://api.spotify.com/v1/audio-analysis/5G6Gt9RtNaeIE418pd4yre,177040,4,61
5VcZAOKJCIys1mTgkpd6FV,PARIS,0.551,0.604,10,-10.124,0,0.0393,0.241,0.000603,0.328,0.496,87.462,audio_features,spotify:track:5VcZAOKJCIys1mTgkpd6FV,https://api.spotify.com/v1/tracks/5VcZAOKJCIys1mTgkpd6FV,https://api.spotify.com/v1/audio-analysis/5VcZAOKJCIys1mTgkpd6FV,236779,3,65
6dUfUi14QkuIpGA0GFFPyC,Supersonic - Remastered,0.361,0.911,9,-2.853,1,0.0405,6.06e-05,0.00752,0.0891,0.643,103.999,audio_features,spotify:track:6dUfUi14QkuIpGA0GFFPyC,https://api.spotify.com/v1/tracks/6dUfUi14QkuIpGA0GFFPyC,https://api.spotify.com/v1/audio-analysis/6dUfUi14QkuIpGA0GFFPyC,283787,4,62
71jY5MXZdNEubg8NLfml6i,Un Buen Perdedor,0.621,0.508,11,-6.055,1,0.0311,0.697,0.0,0.202,0.221,129.947,audio_features,spotify:track:71jY5MXZdNEubg8NLfml6i,https://api.spotify.com/v1/tracks/71jY5MXZdNEubg8NLfml6i,https://api.spotify.com/v1/audio-analysis/71jY5MXZdNEubg8NLfml6i,285093,4,49
